comp_id,begin,end,COGS,amort,curr_assets,curr_liab,extra_exp,extra_inc,extra_profit_loss,finished_prod,fixed_assets,inc_bef_tax,intang_assets,inventories,liq_assets,material_exp,net_dom_sales,net_exp_sales,personnel_exp,profit_loss_year,sales,share_eq,subscribed_cap,tang_assets,wages,D,balsheet_flag,balsheet_length,balsheet_notfullyear,year,founded_year,exit_year,ceo_count,foreign,female,birth_year,inoffice_days,gender,origin,nace_main,ind2,ind,urban_m,region_m,founded_date,exit_date,labor_avg,default
1070690.0,2012-01-01,2012-12-31,,0.0,8500.0,1259.25927734375,0.0,0.0,0.0,,0.0,2107.407470703125,0.0,0.0,8500.0,937.0370483398435,,,1444.4444580078125,2000.0,5388.888671875,8270.3701171875,7407.4072265625,0.0,,,0,365,0,2012,2010.0,,1.0,0.0,0.0,1961.0,464.0,male,Domestic,5610.0,56.0,3.0,1,Central,2010-11-03,,0.0833333358168602,0
1101902.0,2012-01-01,2012-12-31,,0.0,251.8518524169922,881.4815063476561,0.0,0.0,0.0,,0.0,855.5555419921875,0.0,192.59259033203125,44.44444274902344,5422.22216796875,,,1807.4073486328125,770.370361328125,7481.4814453125,-629.629638671875,74.0740737915039,0.0,,,0,365,0,2012,,,,,,,,,,5610.0,56.0,3.0,2,West,2004-07-15,,,0
1109346.0,2012-01-01,2012-12-31,,111.1111068725586,16314.814453125,1374.0740966796875,0.0,0.0,0.0,,466.6666564941406,1137.0369873046875,0.0,0.0,13762.962890625,11014.814453125,,,21737.037109375,1003.7036743164062,33796.296875,15174.07421875,1851.851806640625,466.6666564941406,,,0,365,0,2012,2008.0,,1.0,0.0,0.0,1974.0,1995.0,male,Domestic,2732.0,27.0,2.0,2,Central,2008-02-13,,0.2416666746139526,0
1124461.0,2012-01-01,2012-12-31,,0.0,24877.77734375,23774.07421875,0.0,0.0,0.0,,0.0,2803.70361328125,0.0,0.0,259.2592468261719,2703.70361328125,,,48759.2578125,2748.148193359375,54170.37109375,1103.7037353515625,1851.851806640625,0.0,,,0,365,0,2012,2010.0,,1.0,0.0,0.0,1976.0,1853.0,male,Domestic,4120.0,41.0,,1,Central,2010-07-03,,1.3181818723678589,0
1249266.0,2012-01-01,2012-12-31,,0.0,10100.0,9659.2587890625,0.0,0.0,0.0,,0.0,12962.962890625,0.0,0.0,607.4074096679688,303.7037048339844,,,0.0,0.0,13559.2587890625,429.629638671875,37.03703689575195,0.0,,,0,365,0,2012,,,,,,,,,,2711.0,27.0,2.0,2,Central,1998-02-09,,,0
1272750.0,2012-01-01,2012-12-31,,2922.22216796875,115288.890625,53907.40625,0.0,0.0,0.0,,5222.22216796875,2781.4814453125,0.0,40.74074172973633,17929.62890625,93188.890625,,,30929.62890625,2485.185302734375,133651.859375,3674.073974609375,1851.851806640625,5222.22216796875,,,0,365,0,2012,2011.0,,1.0,0.0,1.0,1958.0,1976.0,female,Domestic,5510.0,55.0,3.0,1,Central,2011-07-26,,0.4305555522441864,0
1289273.0,2012-01-01,2012-12-31,,800.0,21077.77734375,34659.2578125,0.0,0.0,0.0,,2881.4814453125,2548.148193359375,0.0,5707.4072265625,10985.185546875,65225.92578125,,,18537.037109375,2292.592529296875,87803.703125,-10937.037109375,2444.4443359375,2881.4814453125,,,0,365,0,2012,,,,,,,,,,5629.0,56.0,3.0,3,Central,1995-03-25,,0.25,0
1340059.0,2012-01-01,2012-12-31,,144.44444274902344,5092.5927734375,14148.1484375,0.0,0.0,0.0,,203.7037048339844,-4070.370361328125,0.0,366.6666564941406,4725.92578125,30225.92578125,,,6685.18505859375,-4100.0,34211.109375,-9770.3701171875,1851.851806640625,203.7037048339844,,,0,365,0,2012,2010.0,2015.0,1.0,0.0,1.0,1948.0,2432.0,female,Domestic,5610.0,56.0,3.0,1,Central,2010-04-29,2015-09-17,0.0909090936183929,1
1388236.0,2012-01-01,2012-12-31,,3959.25927734375,75300.0,20292.591796875,0.0,0.0,0.0,,40140.7421875,81877.78125,1911.111083984375,0.0,23803.703125,203148.140625,,,26237.037109375,73688.890625,317648.15625,95148.1484375,9259.2587890625,38229.62890625,,,0,365,0,2012,2008.0,,2.0,0.0,0.5,1973.5,2634.0,mix,Domestic,2899.0,28.0,2.0,3,East,2008-09-02,,0.25,0
1503918.0,2012-01-01,2012-12-31,,1240.74072265625,1662.9630126953125,33396.296875,0.0,0.0,0.0,,60518.51953125,-12281.4814453125,0.0,1651.851806640625,11.11111068725586,20688.888671875,,,12570.3701171875,-12300.0,22777.77734375,28785.185546875,74074.0703125,60518.51953125,,,0,365,0,2012,1996.0,,3.0,0.0,0.3333333432674408,1974.3333740234373,2279.0,mix,Domestic,5610.0,56.0,3.0,1,Central,1996-07-19,,0.0833333358168602,0
1613411.0,2012-01-01,2012-12-31,,0.0,19018.517578125,12407.4072265625,0.0,0.0,0.0,,0.0,855.5555419921875,0.0,0.0,3496.29638671875,59481.48046875,,,0.0,770.370361328125,58803.703125,6611.111328125,1851.851806640625,0.0,,,0,365,0,2012,2010.0,,1.0,0.0,0.0,1955.0,2244.0,male,Domestic,2740.0,27.0,2.0,1,Central,2010-11-04,,,0
1627539.0,2012-01-01,2012-12-31,,59.25925827026367,22011.111328125,44948.1484375,0.0,0.0,0.0,,0.0,-21255.5546875,0.0,0.0,20751.8515625,99011.109375,,,5100.0,-21577.77734375,85418.515625,-22400.0,1851.851806640625,0.0,,,0,365,0,2012,2011.0,2015.0,1.0,1.0,0.0,,420.0,male,Foreign,5610.0,56.0,3.0,2,East,2011-10-23,2015-11-26,0.0833333358168602,1
1645853.0,2012-01-01,2012-12-31,,10581.4814453125,15540.7412109375,14133.3330078125,833.3333129882812,0.0,-833.3333129882812,,75874.0703125,1311.111083984375,0.0,2366.666748046875,12581.4814453125,39233.33203125,,,19625.92578125,1159.25927734375,71681.484375,58122.22265625,57407.40625,75862.9609375,,,0,365,0,2012,1989.0,,1.0,0.0,0.0,1966.0,5070.0,male,Domestic,5510.0,55.0,3.0,3,West,1989-08-23,,0.2272727340459823,0
1659112.0,2012-01-01,2012-12-31,,0.0,1618.5185546875,7266.66650390625,0.0,0.0,0.0,,5555.5556640625,-1307.4073486328125,0.0,0.0,137.0370330810547,77.77777862548828,,,2374.073974609375,-1311.111083984375,1166.6666259765625,-92.59259033203124,1851.851806640625,0.0,,,0,365,0,2012,2010.0,,1.0,0.0,0.0,1962.0,1621.0,male,Domestic,5610.0,56.0,3.0,2,Central,2010-03-03,,0.25,0
1814751.0,2012-01-01,2012-12-31,,0.0,2281.4814453125,625.9259033203125,0.0,0.0,0.0,,0.0,1203.7037353515625,0.0,348.1481628417969,1214.8148193359375,7562.962890625,,,6096.29638671875,1081.4814453125,14862.962890625,1655.5555419921875,1851.851806640625,0.0,,,0,365,0,2012,2010.0,,1.0,0.0,1.0,1955.0,1850.0,female,Domestic,5610.0,56.0,3.0,2,East,2010-11-26,,0.0833333358168602,0
1840310.0,2012-01-01,2012-12-31,,1748.148193359375,36344.4453125,46100.0,48.14814758300781,0.0,-48.14814758300781,,3062.962890625,-15888.888671875,0.0,3285.185302734375,32644.4453125,108337.0390625,,,53366.66796875,-16155.5556640625,149770.375,-6488.888671875,11111.111328125,3062.962890625,,,0,365,0,2012,2002.0,,2.0,0.0,0.5,1967.5,4104.0,mix,Domestic,5610.0,56.0,3.0,3,Central,2002-12-31,,0.9583333730697632,0
1885666.0,2012-01-01,2012-12-31,,0.0,8359.2587890625,14955.5556640625,0.0,0.0,0.0,,0.0,922.2222290039062,0.0,40.74074172973633,2111.111083984375,6462.962890625,,,1540.74072265625,874.0740966796875,9940.7412109375,-6596.29638671875,1851.851806640625,0.0,,,0,365,0,2012,2009.0,2015.0,1.0,0.0,1.0,1982.0,2804.0,female,Domestic,5610.0,56.0,3.0,2,West,2009-04-23,2015-07-05,0.0833333358168602,1
1988363.0,2012-01-01,2012-12-31,,49233.33203125,155837.03125,341470.375,0.0,0.0,0.0,,779492.5625,4048.148193359375,0.0,24611.111328125,6688.888671875,422092.59375,,,148329.625,2744.4443359375,669222.25,301144.4375,11111.111328125,779492.5625,,,0,365,0,2012,2003.0,,1.0,0.0,0.0,1962.0,4681.0,male,Domestic,9602.0,96.0,,1,Central,2003-11-19,,1.9583333730697632,0
2007586.0,2012-01-01,2012-12-31,,0.0,3170.370361328125,711.111083984375,0.0,0.0,0.0,,0.0,2781.4814453125,0.0,1937.0369873046875,1207.4073486328125,5177.77783203125,,,5300.0,2603.70361328125,13807.4072265625,2459.25927734375,185.1851806640625,0.0,,,0,365,0,2012,1999.0,,1.0,0.0,1.0,1964.0,6359.0,female,Domestic,5610.0,56.0,3.0,3,East,1999-07-28,,0.0833333358168602,1
2028226.0,2012-01-01,2012-12-31,,25.925926208496094,9248.1484375,7407.4072265625,0.0,0.0,0.0,,0.0,233.3333282470703,0.0,0.0,74.0740737915039,570.370361328125,,,966.6666870117188,81.48148345947266,2096.29638671875,2700.0,1851.851806640625,0.0,,,0,365,0,2012,,,,,,,,,,5610.0,56.0,3.0,1,Central,2008-10-31,,0.0833333358168602,1
2185769.0,2012-01-01,2012-12-31,,151.8518524169922,9681.4814453125,6607.4072265625,0.0,0.0,0.0,,107.40740966796876,4214.81494140625,0.0,0.0,2707.407470703125,23188.888671875,,,10933.3330078125,3792.592529296875,39314.81640625,3181.4814453125,37.03703689575195,107.40740966796876,,,0,365,0,2012,,,,,,,,,,3320.0,33.0,2.0,2,Central,1999-04-14,,,0
2293689.0,2012-01-01,2012-12-31,,381.4814758300781,4429.62939453125,6981.4814453125,0.0,0.0,0.0,,2122.22216796875,155.55555725097656,0.0,4181.4814453125,248.1481475830078,49266.66796875,,,10292.5927734375,118.51851654052734,60300.0,-429.629638671875,1851.851806640625,2122.22216796875,,,0,365,0,2012,2009.0,,1.0,0.0,0.0,1976.0,2572.0,male,Domestic,5610.0,56.0,3.0,3,East,2009-12-16,,0.1597222238779068,0
2371138.0,2012-01-01,2012-12-31,,0.0,2485.185302734375,514.8148193359375,0.0,0.0,0.0,,0.0,37.03703689575195,0.0,740.74072265625,1744.4444580078125,5611.111328125,,,1688.888916015625,33.33333206176758,7337.037109375,1970.370361328125,1851.851806640625,0.0,,,0,365,0,2012,2009.0,,1.0,1.0,0.0,,2614.0,male,Foreign,5630.0,56.0,3.0,3,Central,2009-11-03,,0.1666666716337204,0
2407000.0,2012-01-01,2012-12-31,,0.0,14425.92578125,17011.111328125,0.0,0.0,0.0,,13570.3701171875,659.25927734375,0.0,7544.4443359375,1711.111083984375,37014.81640625,,,15892.5927734375,551.8518676757812,49333.33203125,3577.77783203125,1851.851806640625,13570.3701171875,,,0,365,0,2012,2010.0,2016.0,1.0,0.0,0.0,1982.0,1965.0,male,Domestic,5610.0,56.0,3.0,2,Central,2010-01-19,2016-06-13,0.1319444477558136,1
2454300.0,2012-01-01,2012-12-31,,140.74073791503906,2081.4814453125,4159.25927734375,0.0,0.0,0.0,,1444.4444580078125,-2429.629638671875,0.0,2018.5185546875,62.96296310424805,36507.40625,,,20959.259765625,-2477.77783203125,55540.7421875,-633.3333129882812,1851.851806640625,1444.4444580078125,,,0,365,0,2012,2011.0,,2.0,0.0,0.5,1971.0,1841.0,mix,Domestic,5630.0,56.0,3.0,3,East,2011-12-15,,0.25,0
2587773.0,2012-01-01,2012-12-31,,0.0,3337.037109375,4303.70361328125,0.0,0.0,0.0,,0.0,1455.5555419921875,0.0,0.0,3337.037109375,16844.4453125,,,10362.962890625,1311.111083984375,29562.962890625,-966.6666870117188,1851.851806640625,0.0,,,0,365,0,2012,2009.0,,2.0,0.0,0.5,1972.5,2833.0,mix,Domestic,5610.0,56.0,3.0,3,East,2009-03-25,,0.1597222238779068,0
2705005.0,2012-01-01,2012-12-31,,2974.073974609375,57300.0,18288.888671875,0.0,466.6666564941406,466.6666564941406,,34266.66796875,1859.25927734375,0.0,20659.259765625,13370.3701171875,74859.2578125,,,64581.48046875,0.0,146944.4375,62862.96484375,11111.111328125,34266.66796875,,,0,365,0,2012,1991.0,,1.0,0.0,0.0,1947.0,3104.0,male,Domestic,3312.0,33.0,2.0,3,Central,1991-12-16,,0.6439393758773804,0
2744278.0,2012-01-01,2012-12-31,,1437.0369873046875,8581.4814453125,39781.48046875,0.0,0.0,0.0,,51137.03515625,-485.1851806640625,0.0,0.0,900.0,351.8518371582031,,,0.0,-488.8888854980469,1518.5185546875,11637.037109375,11111.111328125,51137.03515625,,,0,365,0,2012,2000.0,,1.0,1.0,0.0,1956.0,6060.0,male,Foreign,5520.0,55.0,3.0,2,Central,2000-05-01,,,0
2792794.0,2012-01-01,2012-12-31,,0.0,2048.148193359375,174.07408142089844,0.0,0.0,0.0,,0.0,437.03704833984375,0.0,0.0,2048.148193359375,544.4444580078125,,,0.0,392.5925903320313,1000.0,1874.0740966796875,1851.851806640625,0.0,,,0,365,0,2012,2011.0,,2.0,0.0,0.5,1981.0,1822.0,mix,Domestic,5590.0,55.0,3.0,3,East,2011-07-24,,,0
2904923.0,2012-01-01,2012-12-31,,296.2962951660156,10029.6298828125,17222.22265625,0.0,5333.33349609375,5333.33349609375,,374.0740661621094,-3481.4814453125,0.0,9700.0,329.629638671875,39618.51953125,,,9266.6669921875,-3481.4814453125,42737.03515625,-6818.5185546875,11111.111328125,374.0740661621094,,,0,365,0,2012,2007.0,,1.0,0.0,1.0,1978.0,3545.0,female,Domestic,5630.0,56.0,3.0,3,Central,2007-02-27,,0.1527777761220932,0
2929590.0,2012-01-01,2012-12-31,,311.1111145019531,10151.8515625,1100.0,0.0,0.0,0.0,,1418.5185546875,2940.74072265625,0.0,8866.6669921875,703.7036743164064,26644.4453125,,,5540.74072265625,2574.073974609375,36429.62890625,4918.5185546875,74.0740737915039,1418.5185546875,,,0,365,0,2012,1992.0,,1.0,0.0,0.0,1981.0,3512.0,male,Domestic,5610.0,56.0,3.0,1,Central,1992-06-17,,0.1666666716337204,0
2959476.0,2012-01-01,2012-12-31,,8903.7041015625,197288.890625,6870.37060546875,0.0,0.0,0.0,,60874.07421875,47996.296875,0.0,13551.8515625,125040.7421875,188348.140625,,,43151.8515625,42718.51953125,300607.40625,251292.59375,370.370361328125,60874.07421875,,,0,365,0,2012,2000.0,,1.0,0.0,0.0,1974.0,3111.0,male,Domestic,2899.0,28.0,2.0,1,Central,2000-02-29,,0.5069444179534912,0
3080595.0,2012-01-01,2012-12-31,,8488.888671875,195933.328125,84455.5546875,0.0,0.0,0.0,,27918.517578125,34274.07421875,0.0,141107.40625,6633.33349609375,338337.03125,,,193792.59375,31059.259765625,403729.625,135837.03125,11111.111328125,27918.517578125,,,0,365,0,2012,1991.0,,1.0,0.0,0.0,1926.0,6466.0,male,Domestic,2821.0,28.0,2.0,1,Central,1991-12-19,,0.9469696879386902,0
3228704.0,2012-01-01,2012-12-31,,39803.703125,182085.1875,186911.109375,185.1851806640625,0.0,-185.1851806640625,,960129.625,-92255.5546875,192.59259033203125,65129.62890625,29703.703125,511459.25,,,204803.703125,-93114.8125,638500.0,820881.5,25925.92578125,959937.0625,,,0,365,0,2012,1993.0,,1.0,0.0,0.0,1960.0,3490.0,male,Domestic,5610.0,56.0,3.0,2,East,1993-12-21,,2.598484754562378,0
3258033.0,2012-01-01,2012-12-31,,16100.0,29500.0,40614.81640625,0.0,0.0,0.0,,497777.78125,-74111.109375,0.0,0.0,3848.148193359375,47348.1484375,,,11351.8515625,-74214.8125,48855.5546875,-23974.07421875,62962.96484375,497777.78125,,,0,365,0,2012,2004.0,,1.0,1.0,0.0,,273.0,male,Foreign,5510.0,55.0,3.0,1,Central,2004-07-27,,0.128787875175476,0
3298228.0,2012-01-01,2012-12-31,,318.5185241699219,22396.296875,996.2963256835936,0.0,0.0,0.0,,23944.4453125,403.7037048339844,0.0,15218.5185546875,3785.185302734375,18140.740234375,,,2266.666748046875,196.2962951660156,25062.962890625,45307.40625,740.74072265625,129.62962341308594,,,0,365,0,2012,1996.0,,2.0,0.0,0.5,1964.5,3442.0,mix,Domestic,2825.0,28.0,2.0,3,Central,1996-12-30,,0.0833333358168602,1
3342875.0,2012-01-01,2012-12-31,,0.0,3740.74072265625,1507.4073486328125,0.0,0.0,0.0,,0.0,518.5184936523438,0.0,0.0,3737.037109375,2266.666748046875,,,2814.814697265625,466.6666564941406,5911.111328125,2474.073974609375,1851.851806640625,0.0,,,0,365,0,2012,2009.0,,1.0,0.0,0.0,1952.0,1922.0,male,Domestic,5630.0,56.0,3.0,2,Central,2009-12-17,,0.0833333358168602,0
3372747.0,2012-01-01,2012-12-31,,15359.2587890625,27207.408203125,48562.96484375,0.0,0.0,0.0,,452037.03125,-14322.22265625,422.2222290039063,1333.3333740234375,6400.0,126618.5234375,,,80588.890625,-14785.185546875,194870.375,39814.81640625,11111.111328125,451614.8125,,,0,365,0,2012,2003.0,,1.0,0.0,0.0,1954.0,3083.0,male,Domestic,5610.0,56.0,3.0,3,Central,2003-06-17,,0.6597222089767456,0
3615626.0,2012-01-01,2012-12-31,,8051.85205078125,51792.59375,28337.037109375,0.0,0.0,0.0,,150433.328125,1351.851806640625,0.0,2433.333251953125,8492.5927734375,281.4814758300781,,,7707.4072265625,1218.5185546875,17777.77734375,173888.890625,18518.517578125,150433.328125,,,0,365,0,2012,2000.0,,1.0,1.0,0.0,,1880.0,male,Foreign,5610.0,56.0,3.0,1,Central,2000-11-30,,0.75,0
3914397.0,2012-01-01,2012-12-31,,33.33333206176758,970.370361328125,15451.8515625,0.0,0.0,0.0,,140.74073791503906,-2566.666748046875,0.0,22.22222137451172,251.8518524169922,15925.92578125,,,2174.073974609375,-2600.0,15259.2587890625,-14340.7412109375,370.370361328125,140.74073791503906,,,0,365,0,2012,2002.0,,1.0,0.0,0.0,1967.0,5109.0,male,Domestic,5610.0,56.0,3.0,2,Central,2002-12-16,,,0
4110756.0,2012-01-01,2012-12-31,,762.9629516601561,4370.37060546875,2774.073974609375,0.0,0.0,0.0,,1577.77783203125,159.25926208496094,0.0,2744.4443359375,1566.6666259765625,13874.07421875,,,13466.6669921875,100.0,29396.296875,3166.666748046875,1851.851806640625,1577.77783203125,,,0,365,0,2012,2008.0,,2.0,0.0,0.0,1972.5,2493.0,male,Domestic,3312.0,33.0,2.0,3,Central,2008-05-06,,,0
4177013.0,2012-03-14,2012-12-31,,2307.407470703125,618.5184936523438,1648.148193359375,0.0,0.0,0.0,,11907.4072265625,5400.0,0.0,0.0,48.14814758300781,50007.40625,,,9481.4814453125,4803.70361328125,68070.3671875,10877.77734375,1851.851806640625,11907.4072265625,,,0,292,1,2012,2012.0,,1.0,0.0,1.0,1972.0,1753.0,female,Domestic,5610.0,56.0,3.0,1,Central,2012-03-08,,0.5972222089767456,0
4306666.0,2012-01-01,2012-12-31,,162.9629669189453,16955.5546875,800.0,0.0,0.0,0.0,,237.0370330810547,-325.9259338378906,0.0,0.0,3629.629638671875,1029.629638671875,,,2855.5556640625,-333.3333435058594,3096.29638671875,16659.259765625,148.1481475830078,237.0370330810547,,,0,365,0,2012,1992.0,,2.0,0.0,0.5,1969.5,2033.5,mix,Domestic,2790.0,27.0,2.0,3,West,1992-06-01,,0.0833333358168602,0
4685732.0,2012-01-01,2012-12-31,,500.0,2596.29638671875,1807.4073486328125,0.0,0.0,0.0,,207.40740966796875,4714.81494140625,0.0,418.5185241699219,981.4815063476561,63622.22265625,,,22259.259765625,4244.4443359375,91811.109375,-10837.037109375,148.1481475830078,207.40740966796875,,,0,365,0,2012,2004.0,,1.0,0.0,0.0,1977.0,1245.0,male,Domestic,5610.0,56.0,3.0,2,Central,2004-09-01,,0.3333333432674408,0
4778259.0,2012-01-01,2012-12-31,,422.2222290039063,3218.5185546875,20407.408203125,0.0,0.0,0.0,,470.370361328125,1022.2222290039062,0.0,0.0,162.9629669189453,203.7037048339844,,,0.0,1022.2222290039062,1651.851806640625,-16718.517578125,11111.111328125,470.370361328125,,,0,365,0,2012,,,,,,,,,,2899.0,28.0,2.0,3,Central,1995-10-05,,0.1666666716337204,1
5058955.0,2012-01-01,2012-12-31,,0.0,729.629638671875,32959.2578125,0.0,0.0,0.0,,0.0,-2785.185302734375,0.0,0.0,707.4074096679688,7703.70361328125,,,11188.888671875,-2807.407470703125,16411.111328125,-32229.62890625,555.5555419921875,0.0,,,0,365,0,2012,1995.0,,1.0,0.0,1.0,1974.0,4987.0,female,Domestic,5610.0,56.0,3.0,2,West,1995-04-12,,0.0902777835726738,1
5089205.0,2012-01-01,2012-12-31,,0.0,3222.22216796875,28529.62890625,0.0,0.0,0.0,,50281.48046875,-10985.185546875,0.0,2888.888916015625,11.11111068725586,12429.6298828125,,,792.5925903320312,-10985.185546875,10122.22265625,-20211.111328125,28962.962890625,50281.48046875,,,0,365,0,2012,2005.0,,1.0,0.0,0.0,1965.0,2979.0,male,Domestic,5610.0,56.0,3.0,2,East,2005-01-31,,0.190476194024086,1
5219567.0,2012-01-01,2012-12-31,59811.109375,11188.888671875,16011.111328125,126833.34375,1225.9259033203125,2822.22216796875,1596.2962646484375,0.0,36233.33203125,-39737.03515625,0.0,14111.111328125,1077.77783203125,90688.890625,77692.59375,0.0,11062.962890625,-39777.77734375,77692.59375,-74588.890625,11111.111328125,36233.33203125,8600.0,,0,365,0,2012,2004.0,,2.0,0.0,0.5,1975.0,2473.0,mix,Domestic,5610.0,56.0,3.0,1,Central,2004-06-28,,0.3402777910232544,0
5278748.0,2012-01-01,2012-12-31,,2348.148193359375,548.1481323242188,2851.851806640625,0.0,0.0,0.0,,56600.0,4577.77783203125,0.0,0.0,548.1481323242188,8318.5185546875,,,0.0,4118.5185546875,14307.4072265625,21937.037109375,74.0740737915039,56600.0,,,0,365,0,2012,1994.0,,1.0,0.0,1.0,1955.0,8148.0,female,Domestic,5590.0,55.0,3.0,3,East,1994-09-10,,,0
5396550.0,2012-01-01,2012-12-31,,377.77777099609375,5740.74072265625,1807.4073486328125,0.0,0.0,0.0,,144.44444274902344,-19070.37109375,0.0,5322.22216796875,44.44444274902344,62359.2578125,,,29911.111328125,-19144.4453125,76796.296875,-62885.18359375,37.03703689575195,144.44444274902344,,,0,365,0,2012,2004.0,,1.0,0.0,0.0,1950.0,378.0,male,Domestic,5630.0,56.0,3.0,1,Central,2004-01-26,,0.4375,1
5531068.0,2012-01-01,2012-12-31,,2314.814697265625,1362.9630126953125,9014.814453125,0.0,0.0,0.0,,28351.8515625,-15185.185546875,0.0,1351.851806640625,0.0,65055.5546875,,,16792.591796875,-15237.037109375,70607.40625,3959.25927734375,44444.4453125,28351.8515625,,,0,365,0,2012,,,,,,,,,,5630.0,56.0,3.0,2,East,2002-10-01,,0.1944444477558136,1
